Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",Naziv,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",Geografska širina,Geografska dužina
Nesanitarne deponije,2021,Gradska uprava grada Leskovac,100545518,6856535,Leskovac,"Leskovac, Leskovac, 724548",724548,16000,Trg Revolucije  45,016237170,,ekologija@gradleskovac.org,8411,Podrimce,Podrimce,"1,2,223/1 KO Podrimce",2003,2006.0,17212.0,Podrimce,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Jablanički okrug,"Crna Trava, Vlasotince, Bojnik, Lebane, Medveđa",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,43.1409,21.5126
Nesanitarne deponije,2021,Gradska uprava grada Leskovac,100545518,6856535,Leskovac,"Leskovac, Leskovac, 724548",724548,16000,Trg Revolucije  45,016237170,,ekologija@gradleskovac.org,8411,Navalin,Navalin,"1028/2, 1029/2,1030/1,1030/2, 1030/3, 1032,1033/1, 1033/2, 1115, KO Navalin",1988,2000.0,15215.0,Navalin,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Jablanički okrug,"Crna Trava, Vlasotince, Bojnik, Lebane, Medveđa",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2005.0,Da,2005.0,ne,,Ne,Nije primenljivo,Da,43.021,21.5726
Nesanitarne deponije,2021,Gradska uprava grada Leskovac,100545518,6856535,Leskovac,"Leskovac, Leskovac, 724548",724548,16000,Trg Revolucije  45,016237170,,ekologija@gradleskovac.org,8411,Dušanovo,Dušanovo,"113, 114, 115, 116, 117/1,117/2 KO Dušanovo",2000,2003.0,18135.0,Dušanovo,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Jablanički okrug,"Crna Trava, Vlasotince, Bojnik, Lebane, Medveđa",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,43.0479,21.8436
Nesanitarne deponije,2021,Gradska uprava grada Leskovac,100545518,6856535,Leskovac,"Leskovac, Leskovac, 724548",724548,16000,Trg Revolucije  45,016237170,,ekologija@gradleskovac.org,8411,Donja Jajina,Donja Jajina,434/1,1980,2017.0,11485.0,Donja Jajina,Da,Da,Da,Ne,Ne,Ne,Ne,Jablanički okrug,"Crna Trava, Vlasotince, Bojnik, Lebane, Medveđa",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Da,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,42.9714,21.9365
Nesanitarne deponije,2021,Gradska uprava grada Pirota,100386203,7131674,Pirot,"Pirot, Pirot, 732575",732575,18300,SRPSKIH VLADARA 82 82,010305518,,marko.stanisavljevic@pirot.rs,8411,Pirot,Drvarnik,5979 k.o. Rasnica,2010,,2000.0,Pirot,Ne,Ne,Ne,Ne,Ne,Ne,Ne,pirotski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,43.109,22.56
Nesanitarne deponije,2021,Gradska uprava grada Pirota,100386203,7131674,Pirot,"Pirot, Pirot, 732575",732575,18300,SRPSKIH VLADARA 82 82,010305518,,marko.stanisavljevic@pirot.rs,8411,Pirot,gradsko smetliste pirot,"6568/23,6568/40,6568/28,2132/3,2133/2,2134/2,2135/2,2189,2188,2187,2186,2185,2184,2183,2182,2181/1,2181/6,2136/3,2137/5,2137/6,2137/1,2138/1,2139/1,2140,2141,6568/8,6568/9,6568/30,6568/21,6568/15",1990,2013.0,0.0,Pirot,Ne,Ne,Ne,Ne,Ne,Ne,Ne,pirotski,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2020.0,Da,2020.0,ne,,Da,Delimično,Ne,43.182,22.569
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE BELOSAVAC ŽAGUBICA,101378719,7221061,Žagubica,"Žagubica, Žagubica, 715018",715018,12320,Homoljska 62,012/643-720,012443-193,belosavac@ptt.rs,3600,Žagubica,Kondžilo,KP br. 495 KO Mali kamen,1995,2014.0,20.0,Žagubica,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Šumadijski upravni okrug,Nemamo potpisan sporazum o zajedničkom regionalnom upravljanju otpadom,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2005.0,Da,2006.0,da,Sanacija,Delimično,Delimično,Ne,44.190703,21.800651
Nesanitarne deponije,2021,GRAD BOR,100568330,7208529,Bor,"Bor, Bor, 706418",706418,19210,MOŠE PIJADE 3,030423255,030423310,zastita.zs@bor.rs,8411,Bor,Deponija komunalnog otpada,4400/11,1990,,14904.0,Gornjane,Ne,Ne,Ne,Ne,Ne,Ne,Ne,"Jugoistočna Srbija, Timočki region","Zaječar, Majanpek, Negotin, Kladovo, Knjaževac, Boljevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2007.0,Da,2007.0,ne,,Delimično,Ne,Da,44.06742,22.13158
Nesanitarne deponije,2021,Opštinska uprava Stara Pazova,101241970,8358257,Stara Pazova,"Stara Pazova, Stara Pazova, 804428",804428,22300,Svetosavska 11,0648021212,,zoran.uzelac@starapazova.rs,8411,Belegiš,Rupov salaš,"3127/1, 4307/5, 4307/1, 4307/4, 4307/3",1991,,36200.0,"Belegiš, Novi Banovci, Stara Pazova, Vojka, Nova Pazova, Krnješevci, Golubinci, Stari Banovci, Surduk",Ne,Da,Da,Ne,Da,Ne,Ne,SREMSKOM,"Inđija, Ruma, Sremski Karlovci, Šid,Pećinci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Do 3 godine eksploatacije,Da,Ne,Da,2017.0,Ne,,ne,,Ne,Ne,Da,45.02702,20.1848
Nesanitarne deponije,2021,OPŠTINA BAČ,101759575,8012814,Bač,"Bač, Bač, 800236",800236,21420,TRG DR. ZORANA ĐINĐIĆA  2,021770075,,inf@bac.rs,8411,Bač,Javna deponija Bac,"6438,6439/1,6439/2,6451,6452,6453",1990,,4790.0,Bač,Ne,Da,Da,Da,Ne,Ne,Ne,Južno bački okrug,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,45.375949,19.2052207
Nesanitarne deponije,2021,OPŠTINA SURDULICA,100949758,7178590,Surdulica,"Surdulica, Surdulica, 741400",741400,17530,KRALJA PETRA I  1,0648773782,,office@surdulica.org.rs,8411,Zagužanje,Bubavica,kp br. 3. 4. 5. 6. KO Zagužanje,1981,,8356.0,"Alakince, Ada, Zagužanje, Belo Polje, Donje Romanovce, Masurica, Kalabovce, Suvojnica, Binovce, Ćurkovica",Da,Da,Da,Ne,Ne,Ne,Ne,pcinjskom,"Bosilegrad, Vladicin Han. Vranje, Bujanovac, Presevo, Trgoviste","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Od 3 do 5 godina ekspoatacije,Da,Da,Da,2019.0,Da,2020.0,delimicno,Rekultivacija,Delimično,Ne,Da,42.714218,22.140422
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE GRADITELJ SRBOBRAN,101424687,8067546,Srbobran,"Srbobran, Srbobran, 804045",804045,21480,Dositeja Obradovića 2,021/730-158,021/731-012,graditelj@neobee.net,3600,Srbobran,Gradska deponija smeća,7763/2,2006,2025.0,21000.0,"Nadalj, Srbobran, Turija",Ne,Da,Ne,Ne,Ne,Ne,Ne,Južno Bački,"Vrbas, Temerin, Novi Sad, Bačka Palanka, Bački Petrovac, Beočin, Žabalj","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Ne,,,,,,,,,45.615375,19.736438
Nesanitarne deponije,2021,GRAD VRŠAC,100912619,8267944,Vršac,"Vršac, Vršac, 801089",801089,26300,TRG POBEDE 1,013 800 554,,info-sov@vrsac.org.rs,8411,Vršac,Mali rit,14082/6 k.o. Vršac,1966,,40000.0,"Veliko Središte, Vojvodinci, Malo Središte, Mali Žam, Izbište, Vlajkovac, Vršački Ritovi, Sočica, Pavliš, Parta, Kuštilj, Orešac, Mesić, Potporanj, Jablanka, Ritiševo, Zagajica, Vatin, Gudurica, Šušara, Uljma, Vršac, Straža",Da,Da,Da,Da,Da,Da,Da,južnobanatski okrug,/,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,45.2926441,21.2926441
Nesanitarne deponije,2021,OPŠTINA BOSILEGRAD,100981381,7197144,Bosilegrad,"Bosilegrad, Bosilegrad, 706604",706604,17540,GEORGI DIMITROVA 82,017/877-006,,opstina@bosilegrad.rs,8411,Bosilegrad,Kremikovo,5566,1974,,3800.0,"Gornja Lisina, Rajčilovci, Donja LJubata, Gornje Tlamino, Bosilegrad, Mlekominci, Donje Tlamino, Bistar, Radičevci, Donja Lisina, Gornja LJubata",Da,Da,Da,Ne,Ne,Ne,Ne,Pčinjskom,"Surdulica, trgovište, vranje, Bujanovac i Preševo","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2012.0,Da,2013.0,ne,,Delimično,Ne,Da,42.48678,22.48848
Nesanitarne deponije,2021,JKP ČISTOĆA,101692087,8066531,Novi Sad - grad,"Novi Sad, Novi Sad, 802824",802824,21000,Sentandrejski put 3,021/6333-116,021/6334-691,office@cistocans.co.rs,3811,Novi Sad,Gradska deponija u Novom Sadu,113/1 KAO Novi Sad III,1963,,355936.48,"Novi Sad, Kisač, Budisava, Kać, Kovilj, Rumenka, Čenej, Bukovac, Sremska Kamenica, Futog, Veternik, Ledinci, Stari Ledinci , Begeč, Petrovaradin",Da,Da,Da,Da,Ne,Ne,Da,Region za upravljanje otpadom sa centrom regiona u Novom Sadu,"Bačka Palanka, Bački Petrovac, Beočin, Žabalj, Srbobran, Temerin i Vrbas.","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2020.0,Da,2020.0,ne,,Delimično,Da,Da,45.311,19.842295
Nesanitarne deponije,2021,GRAD ZAJEČAR,101757838,7189923,Zaječar,"Zaječar, Zaječar, 715689",715689,19000,TRG OSLOBOĐENJA  1,063419274,,ozajecar@verat.net,8411,Halovo,Gradska deponija Halovo,"2361,2520,2521,2374,2464,2462KO Halovo",1965,,18980.0,"Lenovac, Gornja Bela Reka, Grljan, Leskovac, Salaš, Halovo, Zaječar, Lasovo, Lubnica, Zvezdan, Grlište, Rgotina, Vražogrnac, Gamzigrad, Veliki Izvor",Ne,Da,Ne,Ne,Ne,Ne,Ne,Zaječarski upravni okrug,"Gradovi Zaječar i Bor i Opštine Boljevac, Kladovo, Majdanpek, Negotin i Knjaževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2019.0,Da,2019.0,ne,,Delimično,Nije primenljivo,Da,43.966106,22.357016
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZECE OBRENOVAC,101935647,7041985,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Cara Lazara 3/1 3/1,011/8721-815,011/8721-144,jkpobrenovac@jkpobrenovac.org.rs,3811,Veliko Polje,Grebača,"155,156,157,158,159,60,162,138/1,140/1",1985,,70000.0,Obrenovac,Da,Da,Da,Da,Ne,Ne,Da,Beograd,"Vladimirci, Koceljeva, Osečina, Mionica, Valjevo, Lajkovac, Ub, Barajevo Lazarevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Da,Da,2010.0,Ne,,delimicno,Sanacija,Delimično,Delimično,Da,44.62,20.2
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZECE OBRENOVAC,101935647,7041985,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Cara Lazara 3/1 3/1,011/8721-815,011/8721-144,jkpobrenovac@jkpobrenovac.org.rs,3811,Veliko Polje,Grebača,"155,156,157,158,159,60,162,138/1,140/1",1985,,70000.0,Obrenovac,Da,Da,Da,Da,Ne,Ne,Da,Beograd,"Vladimirci, Koceljeva, Osečina, Mionica, Valjevo, Lajkovac, Ub, Barajevo Lazarevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Da,Da,2010.0,Ne,,delimicno,Sanacija,Delimično,Delimično,Da,44.6198,20.1987
Nesanitarne deponije,2021,Opština Temerin - Opštinska uprava,101869888,8330514,Temerin,"Temerin, Temerin, 804681",804681,21235,Novosadska 326,843888,,goran.grkovic@gmail.com,8411,Temerin,Deponija čvrstog komunalnog otpada Temerin,"8001, 8116, 8117,8118, 8119, 8120, 8122,",1965,2020.0,8333.0,Temerin,Da,Da,Da,Ne,Da,Ne,Da,Novi Sad,"Novi Sad, Beočin, Bačka Palanka, Bački Petrovac, Vrbas, Srbobran, Žabalj,",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Da,2010.0,Da,2010.0,delimicno,Rekultivacija,Delimično,Nije primenljivo,Da,45.4239165,19.8547558
Nesanitarne deponije,2021,Grad Vranje,100548456,7179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,Deponija ispod autoputa,"12657, 12674",1962,2002.0,0.0,Vranje,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pcinjskom,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,42.52613,21.91062
Nesanitarne deponije,2021,"Javno komunalno preduzeće ""Čistoća""",100242682,7190905,Kraljevo,"Kraljevo, Kraljevo, 719714",719714,36000,Žička 10b,036/362-202,036/362-203,direktor@jkpcistocakv.rs,3811,Kraljevo,Kulagića Ada,5302/1,1971,2021.0,43366.0,Kraljevo,Da,Da,Da,Ne,Ne,Ne,Da,Kraljevo,"Kraljevo, Vrnjačka Banja, Paraćin, Trstenik, Raška","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2019.0,Da,2019.0,da,Sanacija,Da,Da,Da,43.73,20.71
Nesanitarne deponije,2021,Opština Krupanj,102678938,7170262,Krupanj,"Krupanj, Krupanj, 720453",720453,15314,Maršala Tita 2,0646413060,,krupanjso@ptt.rs,8411,Dvorska,Dvorska Koševine,"4198, 4200, 4200/1, 4200/2",1980,2024.0,1002.0,"Lipenović, Banjevac, Krupanj, Bela Crkva, Brezovice, Kržava, Brštica, Mojković, Krasava, Zavlaka, Likodra",Da,Da,Ne,Ne,Ne,Ne,Ne,Kolubarski,"Loznica, Mali Zvornik, Ljubovija, Ub","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2008.0,Da,2008.0,delimicno,Sanacija,Delimično,Ne,Da,44.4022,19.3312
Nesanitarne deponije,2021,OPŠTINA REKOVAC OPŠTINSKA UPRAVA,101283903,7360738,Rekovac,"Rekovac, Rekovac, 737810",737810,35260,SVETOZARA MARKOVIĆA 2 (+381)358411004,(+381)358411150,,sorekovac@gmail.com,8411,Kavadar,Deponija komunalnog smeća,"309/1, 309/2, 304, 306, 316",1983,,1500.0,"Dragovo, Komarane, Vukmanovac, Rekovac, Tečić, Brajnovac, Županjevac, Sibnica, Kaludra, Motrić, Cikot, Sekurič, Lomnica, Velika Kruševica, Kavadar, Belušić, Ursule, Loćika, Prevešt, Lepojević, Beočić, Maleševo, Kalenićki Prnjavor, Bogalinac, Rabenovac, Oparić",Da,Da,Ne,Ne,Ne,Ne,Ne,Šumadijski region,"Grad Kragujevac, Opština Knić, Opština Topola","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2008.0,Da,2008.0,delimicno,Sanacija,Delimično,Ne,Da,43.513472,21.071201
Nesanitarne deponije,2021,OPŠTINA REKOVAC OPŠTINSKA UPRAVA,101283903,7360738,Rekovac,"Rekovac, Rekovac, 737810",737810,35260,SVETOZARA MARKOVIĆA 2 (+381)358411004,(+381)358411150,,sorekovac@gmail.com,8411,Kavadar,Deponija komunalnog smeća,"309/1, 309/2, 304, 306, 316",1983,,1500.0,"Dragovo, Komarane, Vukmanovac, Rekovac, Tečić, Brajnovac, Županjevac, Sibnica, Kaludra, Motrić, Cikot, Sekurič, Lomnica, Velika Kruševica, Kavadar, Belušić, Ursule, Loćika, Prevešt, Lepojević, Beočić, Maleševo, Kalenićki Prnjavor, Bogalinac, Rabenovac, Oparić",Da,Da,Ne,Ne,Ne,Ne,Ne,Šumadijski region,"Grad Kragujevac, Opština Knić, Opština Topola","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2008.0,Da,2008.0,delimicno,Sanacija,Delimično,Ne,Da,43.5234,21.0821
Nesanitarne deponije,2021,OPŠTINA DIMITROVGRAD,101045378,6867804,Dimitrovgrad,"Dimitrovgrad, Dimitrovgrad, 714364",714364,18320,BALKANSKA 2,0628806412,,ekologija@dimitrovgrad.org,8411,Dimitrovgrad,Kozarica,"3125/1, 3125/2, 3126, 3127, 3128/1, 3129/1, 3129/2, 3130, 3131, 3132/1, 3133/1, 3133/2, 3134, 3137, 3138/1, 3139/1, 3140, 3143, 3147",1970,,500.0,Dimitrovgrad,Da,Da,Da,Ne,Da,Ne,Da,Pirotski region,"Pirot, Babušnica i Bela Palanka",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Privremeno,Po kasetama,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2007.0,Da,2008.0,da,Sanacija,Da,Delimično,Ne,43.026099,22.812156
Nesanitarne deponije,2021,KOMUNALNO JAVNO PREDUZEĆE MORAVA SVILAJNAC,101475166,7253931,Svilajnac,"Svilajnac, Svilajnac, 738654",738654,35210,SVETOG SAVE 84,035312250,,kjpmorava@kjpmorava.rs,3600,Svilajnac,Badra,k. p. br. 2100 KO Svilajnac,1970,,10000.0,"Crkvenac, Bobovo, Đurinac, Dublje, Roanda, Dubnica, Subotica, Mačevac, Vrlane, Proštinac, Svilajnac, Roćevac, Bresje, Vojska, Troponje, Kupinovac, Grabovac, Sedlare, Kušiljevo, Lukovica, Radošin, Gložane",Ne,Da,Ne,Ne,Da,Ne,Ne,Lapovo,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Do 3 godine eksploatacije,Ne,Ne,Da,2000.0,Da,2000.0,delimicno,Sanacija,Delimično,Delimično,Da,44.0,21.0
Nesanitarne deponije,2021,OPŠTINA ČAJETINA,101072148,7353553,Čajetina,"Čajetina, Čajetina, 745405",745405,31310,KRALJA ALEKSANDRA KARAĐORĐEVIĆA 28 28,0603707021,,mira.janjic88@gmail.com,8411,Čajetina,Ćeten,"1275/1, 1275/2, 1276/1, 1276/2 KO Čajetina",1981,2002.0,0.0,Čajetina,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zlatiborskom,"Užice, Bajina Bašta, Požega, Arilje, Kosjerić, Lučani, Ivanjica i Čačak",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2006.0,Da,2010.0,ne,,Ne,Ne,Da,43.7460333,19.7044344
Nesanitarne deponije,2021,OPŠTINA ČAJETINA,101072148,7353553,Čajetina,"Čajetina, Čajetina, 745405",745405,31310,KRALJA ALEKSANDRA KARAĐORĐEVIĆA 28 28,0603707021,,mira.janjic88@gmail.com,8411,Zlatibor,Bregovi,4605/1 KO Čajetina,2002,2016.0,11.0,Zlatibor,Ne,Ne,Da,Da,Ne,Ne,Da,Zlatiborskom,"Užice, Bajina Bašta, Požega, Arilje, Kosjerić, Lučani, Ivanjica i čačak","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Ne,Da,2016.0,Da,2016.0,ne,,Ne,Ne,Da,43.7105736,19.6739422
Nesanitarne deponije,2021,OPŠTINSKA UPRAVA BEČEJ,100742635,8359466,Bečej,"Bečej, Bečej, 801003",801003,21220,TRG OSLOBOĐENJA 2 2,0648989028,,webadmin@becej.rs,8411,Bečej,"Bečej,Botra","25064,25065,25066,25067,25068,25069 i 25070",1965,,20000.0,"Bečej, Mileševo, Bačko Petrovo Selo, Bačko Gradište, Radičević",Da,Da,Da,Ne,Da,Ne,Da,Kikinda,"Kikinda,Ada i Novi Bečej","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Po kasetama,Da,Do 3 godine eksploatacije,Da,Ne,Da,2006.0,Da,2014.0,da,Sanacija,Da,Da,Da,45.592039,20.046126
Nesanitarne deponije,2021,OPŠTINA KOSJERIĆ,101090852,7357826,Kosjerić,"Kosjerić (selo), Kosjerić, 718211",718211,31260,OLGE GRBIĆ  10,0608256256,,kabinet@kosjeric.rs,8411,Tubići,Pijučka česma,677/2,1981,2011.0,250.0,Kosjerić (varoš),Da,Da,Ne,Ne,Ne,Ne,Ne,"Regionalna deponija ""Duboko"" Užice","Čačak, Užice, Čajetina, B.Bašta, Požega, Lučani, Arilje i Ivanjica",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,43.983624,19.939454
Nesanitarne deponije,2021,Opština VLASOTINCE,101608258,7179588,Vlasotince,"Vlasotince, Vlasotince, 710717",710717,16210,trg oslobođenja 12,0637506841,,nacelnik@vlasotince.org.rs,8411,Vlasotince,Nogaja Vlasotince,"2322/16,2323,2324,2325,2326",1980,,300.0,Vlasotince,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Jablanicki,"Leskovac, Lebane, Bojnik","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Privremeno,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Da,Da,Da,2005.0,Da,2008.0,ne,,Ne,Ne,Da,42.9752013,22.1170878
Nesanitarne deponije,2021,OPŠTINA ALIBUNAR,101084202,8060975,Alibunar,"Alibunar, Alibunar, 800066",800066,26310,Trg slobode 4,013/642-103,,inspekcija@alibunar.org.rs,8411,Vladimirovac,Smetlište Vladimirovac,deo parcele top.broj 239 ko Vladimirovac,2000,,1000.0,Vladimirovac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,"Vršac, Plandište i Kovačica","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,45.044369,20.860375
Nesanitarne deponije,2021,OPŠTINA ALIBUNAR,101084202,8060975,Alibunar,"Alibunar, Alibunar, 800066",800066,26310,Trg slobode 4,013/642-103,,inspekcija@alibunar.org.rs,8411,Banatski Karlovac,Smetlište Banatski Karlovac,deo 3011/1,2000,,1300.0,"Banatski Karlovac, Nikolinci",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Pančevo,"Vršac, Plandište i Kovačica","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,45.060005,21.018658
